"Index","Total","Status","Title","Rule Number","Rule Name","Folder","Image Path","Prompt Path","Result Path","Duration Seconds","Error","Completed At UTC"
"141","177","success","What if your original ball is out of bounds or not found?","R18","Provisional Ball","output\018_003_What_if_your_original_ball_is_out_of_bounds_or_not_found","output\018_003_What_if_your_original_ball_is_out_of_bounds_or_not_found\illustration-v2.png","output\018_003_What_if_your_original_ball_is_out_of_bounds_or_not_found\final-prompt-v2.txt","output\018_003_What_if_your_original_ball_is_out_of_bounds_or_not_found\image-generation-v2.json","180.09","","2026-06-24T16:02:31.371Z"
"142","177","success","When to play a provisional ball","18","Playing a provisional ball","output\018_003_When_to_play_a_provisional_ball","output\018_003_When_to_play_a_provisional_ball\illustration-v2.png","output\018_003_When_to_play_a_provisional_ball\final-prompt-v2.txt","output\018_003_When_to_play_a_provisional_ball\image-generation-v2.json","216.58","","2026-06-24T16:03:22.682Z"
"143","177","success","Can you play a provisional ball if your ball is in a penalty area?","R18","Provisional/lost ball","output\018_004_Can_you_play_a_provisional_ball_if_your_ball_is_in_a_penalty_area","output\018_004_Can_you_play_a_provisional_ball_if_your_ball_is_in_a_penalty_area\illustration-v2.png","output\018_004_Can_you_play_a_provisional_ball_if_your_ball_is_in_a_penalty_area\final-prompt-v2.txt","output\018_004_Can_you_play_a_provisional_ball_if_your_ball_is_in_a_penalty_area\image-generation-v2.json","178.95","","2026-06-24T16:02:55.100Z"
"144","177","success","Provisional ball and penalty areas","18","Playing a provisional ball","output\018_004_Provisional_ball_and_penalty_areas","output\018_004_Provisional_ball_and_penalty_areas\illustration-v2.png","output\018_004_Provisional_ball_and_penalty_areas\final-prompt-v2.txt","output\018_004_Provisional_ball_and_penalty_areas\image-generation-v2.json","198.10","","2026-06-24T16:03:16.113Z"
"145","177","success","Who decides if a ball is unplayable?","R19","Unplayable ball","output\019_001_Who_decides_if_a_ball_is_unplayable","output\019_001_Who_decides_if_a_ball_is_unplayable\illustration-v2.png","output\019_001_Who_decides_if_a_ball_is_unplayable\final-prompt-v2.txt","output\019_001_Who_decides_if_a_ball_is_unplayable\image-generation-v2.json","210.13","","2026-06-24T16:03:53.532Z"
"146","177","success","Declaring a Ball Unplayable in a Bunker","R19","Unplayable ball","output\019_002_Declaring_a_Ball_Unplayable_in_a_Bunker","output\019_002_Declaring_a_Ball_Unplayable_in_a_Bunker\illustration-v2.png","output\019_002_Declaring_a_Ball_Unplayable_in_a_Bunker\final-prompt-v2.txt","output\019_002_Declaring_a_Ball_Unplayable_in_a_Bunker\image-generation-v2.json","176.80","","2026-06-24T16:03:38.794Z"
"147","177","success","What are your options for an unplayable ball?","R19","Unplayable ball","output\019_002_What_are_your_options_for_an_unplayable_ball","output\019_002_What_are_your_options_for_an_unplayable_ball\illustration-v2.png","output\019_002_What_are_your_options_for_an_unplayable_ball\final-prompt-v2.txt","output\019_002_What_are_your_options_for_an_unplayable_ball\image-generation-v2.json","220.71","","2026-06-24T16:06:12.080Z"
"148","177","success","Options for an Unplayable Ball in a Bunker","R19","Unplayable ball","output\019_003_Options_for_an_Unplayable_Ball_in_a_Bunker","output\019_003_Options_for_an_Unplayable_Ball_in_a_Bunker\illustration-v2.png","output\019_003_Options_for_an_Unplayable_Ball_in_a_Bunker\final-prompt-v2.txt","output\019_003_Options_for_an_Unplayable_Ball_in_a_Bunker\image-generation-v2.json","177.91","","2026-06-24T16:05:53.016Z"
"149","177","success","What if your dropped ball ends up back in the same spot?","R19","Unplayable ball","output\019_003_What_if_your_dropped_ball_ends_up_back_in_the_same_spot","output\019_003_What_if_your_dropped_ball_ends_up_back_in_the_same_spot\illustration-v2.png","output\019_003_What_if_your_dropped_ball_ends_up_back_in_the_same_spot\final-prompt-v2.txt","output\019_003_What_if_your_dropped_ball_ends_up_back_in_the_same_spot\image-generation-v2.json","217.15","","2026-06-24T16:06:53.274Z"
"150","177","success","Dropping After Returning to Last Stroke Location","R19","Unplayable ball","output\019_004_Dropping_After_Returning_to_Last_Stroke_Location","output\019_004_Dropping_After_Returning_to_Last_Stroke_Location\illustration-v2.png","output\019_004_Dropping_After_Returning_to_Last_Stroke_Location\final-prompt-v2.txt","output\019_004_Dropping_After_Returning_to_Last_Stroke_Location\image-generation-v2.json","180.97","","2026-06-24T16:06:23.657Z"
"151","177","success","Declaring a ball unplayable in a penalty area","R19","Unplayable lie","output\019_005_Declaring_a_ball_unplayable_in_a_penalty_area","output\019_005_Declaring_a_ball_unplayable_in_a_penalty_area\illustration-v2.png","output\019_005_Declaring_a_ball_unplayable_in_a_penalty_area\final-prompt-v2.txt","output\019_005_Declaring_a_ball_unplayable_in_a_penalty_area\image-generation-v2.json","262.39","","2026-06-24T16:08:01.187Z"
"152","177","success","What should you do if you’re unsure which rule applies (stroke play)?","20","When in doubt about the rules","output\020_003_What_should_you_do_if_youre_unsure_which_rule_applies_stroke_play","output\020_003_What_should_you_do_if_youre_unsure_which_rule_applies_stroke_play\illustration-v2.png","output\020_003_What_should_you_do_if_youre_unsure_which_rule_applies_stroke_play\final-prompt-v2.txt","output\020_003_What_should_you_do_if_youre_unsure_which_rule_applies_stroke_play\image-generation-v2.json","173.11","","2026-06-24T16:06:46.646Z"
"153","177","success","Is playing two balls allowed in match play?","20","When in doubt about the rules","output\020_004_Is_playing_two_balls_allowed_in_match_play","output\020_004_Is_playing_two_balls_allowed_in_match_play\illustration-v2.png","output\020_004_Is_playing_two_balls_allowed_in_match_play\final-prompt-v2.txt","output\020_004_Is_playing_two_balls_allowed_in_match_play\image-generation-v2.json","189.34","","2026-06-24T16:09:02.356Z"
"154","177","success","Conceding putts in stroke play","R3/9","Putt conceded/ball not holed","output\039_002_Conceding_putts_in_stroke_play","output\039_002_Conceding_putts_in_stroke_play\illustration-v2.png","output\039_002_Conceding_putts_in_stroke_play\final-prompt-v2.txt","output\039_002_Conceding_putts_in_stroke_play\image-generation-v2.json","175.26","","2026-06-24T16:09:07.350Z"
"155","177","success","Moving or bending grass before your shot","R8/9","Do not break anything off or bend anything out of the way","output\089_001_Moving_or_bending_grass_before_your_shot","output\089_001_Moving_or_bending_grass_before_your_shot\illustration-v2.png","output\089_001_Moving_or_bending_grass_before_your_shot\final-prompt-v2.txt","output\089_001_Moving_or_bending_grass_before_your_shot\image-generation-v2.json","188.74","","2026-06-24T16:09:32.404Z"
"156","177","success","Penalty for breaking off branches during a practice swing","R8/9","Do not break anything off or bend anything out of the way","output\089_002_Penalty_for_breaking_off_branches_during_a_practice_swing","output\089_002_Penalty_for_breaking_off_branches_during_a_practice_swing\illustration-v2.png","output\089_002_Penalty_for_breaking_off_branches_during_a_practice_swing\final-prompt-v2.txt","output\089_002_Penalty_for_breaking_off_branches_during_a_practice_swing\image-generation-v2.json","221.61","","2026-06-24T16:10:28.258Z"
"157","177","success","Flagstick Hit Accidentally – What Happens?","R11/13","Ball hits the flagstick or the person tending it","output\1113_002_Flagstick_Hit_Accidentally_What_Happens","output\1113_002_Flagstick_Hit_Accidentally_What_Happens\illustration-v2.png","output\1113_002_Flagstick_Hit_Accidentally_What_Happens\final-prompt-v2.txt","output\1113_002_Flagstick_Hit_Accidentally_What_Happens\image-generation-v2.json","171.71","","2026-06-24T16:09:44.988Z"
"158","177","success","Flagstick Used To Stop The Ball – What's The Penalty?","R11/13","Ball hits the flagstick or the person tending it","output\1113_003_Flagstick_Used_To_Stop_The_Ball_Whats_The_Penalty","output\1113_003_Flagstick_Used_To_Stop_The_Ball_Whats_The_Penalty\illustration-v2.png","output\1113_003_Flagstick_Used_To_Stop_The_Ball_Whats_The_Penalty\final-prompt-v2.txt","output\1113_003_Flagstick_Used_To_Stop_The_Ball_Whats_The_Penalty\image-generation-v2.json","195.70","","2026-06-24T16:11:16.891Z"
"159","177","success","What to Do if Ball is Lost or Out of Bounds From Bunker","R12/14/18","Ball hit out of bounds/lost ball","output\121418_004_What_to_Do_if_Ball_is_Lost_or_Out_of_Bounds_From_Bunker","output\121418_004_What_to_Do_if_Ball_is_Lost_or_Out_of_Bounds_From_Bunker\illustration-v2.png","output\121418_004_What_to_Do_if_Ball_is_Lost_or_Out_of_Bounds_From_Bunker\final-prompt-v2.txt","output\121418_004_What_to_Do_if_Ball_is_Lost_or_Out_of_Bounds_From_Bunker\image-generation-v2.json","211.17","","2026-06-24T16:12:33.537Z"
"160","177","success","How to mark your ball on the green","R13/14","Marking and picking up the ball","output\1314_004_How_to_mark_your_ball_on_the_green","output\1314_004_How_to_mark_your_ball_on_the_green\illustration-v2.png","output\1314_004_How_to_mark_your_ball_on_the_green\final-prompt-v2.txt","output\1314_004_How_to_mark_your_ball_on_the_green\image-generation-v2.json","189.73","","2026-06-24T16:12:17.084Z"
"161","177","success","What to do when two balls are too close together","R14/15","Balls close to each other","output\1415_001_What_to_do_when_two_balls_are_too_close_together","output\1415_001_What_to_do_when_two_balls_are_too_close_together\illustration-v2.png","output\1415_001_What_to_do_when_two_balls_are_too_close_together\final-prompt-v2.txt","output\1415_001_What_to_do_when_two_balls_are_too_close_together\image-generation-v2.json","185.36","","2026-06-24T16:12:37.769Z"
"162","177","success","What to do when two balls are very close together","14/15","Balls close to each other","output\1415_001_What_to_do_when_two_balls_are_very_close_together","output\1415_001_What_to_do_when_two_balls_are_very_close_together\illustration-v2.png","output\1415_001_What_to_do_when_two_balls_are_very_close_together\final-prompt-v2.txt","output\1415_001_What_to_do_when_two_balls_are_very_close_together\image-generation-v2.json","185.70","","2026-06-24T16:12:50.695Z"
"163","177","success","Time to look for a lost ball","Def./R14/18","Looking for a ball","output\1418_002_Time_to_look_for_a_lost_ball","output\1418_002_Time_to_look_for_a_lost_ball\illustration-v2.png","output\1418_002_Time_to_look_for_a_lost_ball\final-prompt-v2.txt","output\1418_002_Time_to_look_for_a_lost_ball\image-generation-v2.json","214.30","","2026-06-24T16:14:02.567Z"
"164","177","success","Standing out of bounds to play a ball","16/18","Player out of bounds but ball on the course","output\1618_001_Standing_out_of_bounds_to_play_a_ball","output\1618_001_Standing_out_of_bounds_to_play_a_ball\illustration-v2.png","output\1618_001_Standing_out_of_bounds_to_play_a_ball\final-prompt-v2.txt","output\1618_001_Standing_out_of_bounds_to_play_a_ball\image-generation-v2.json","209.59","","2026-06-24T16:14:46.487Z"
"165","177","success","Relief from movable obstructions outside the course","16/18","Player out of bounds but ball on the course","output\1618_002_Relief_from_movable_obstructions_outside_the_course","output\1618_002_Relief_from_movable_obstructions_outside_the_course\illustration-v2.png","output\1618_002_Relief_from_movable_obstructions_outside_the_course\final-prompt-v2.txt","output\1618_002_Relief_from_movable_obstructions_outside_the_course\image-generation-v2.json","194.62","","2026-06-24T16:15:31.710Z"
"166","177","success","Ball possibly in a penalty area","R17/18","In a penalty area","output\1718_002_Ball_possibly_in_a_penalty_area","output\1718_002_Ball_possibly_in_a_penalty_area\illustration-v2.png","output\1718_002_Ball_possibly_in_a_penalty_area\final-prompt-v2.txt","output\1718_002_Ball_possibly_in_a_penalty_area\image-generation-v2.json","182.89","","2026-06-24T16:15:36.435Z"
"167","177","success","Original ball found but is unplayable","R18/19","Provisional Ball / Unplayable Ball","output\1819_002_Original_ball_found_but_is_unplayable","output\1819_002_Original_ball_found_but_is_unplayable\illustration-v2.png","output\1819_002_Original_ball_found_but_is_unplayable\final-prompt-v2.txt","output\1819_002_Original_ball_found_but_is_unplayable\image-generation-v2.json","216.87","","2026-06-24T16:16:14.648Z"
"168","177","success","What must you do with your ball on each hole?","R3/21","Holing out and conceding","output\321_002_What_must_you_do_with_your_ball_on_each_hole","output\321_002_What_must_you_do_with_your_ball_on_each_hole\illustration-v2.png","output\321_002_What_must_you_do_with_your_ball_on_each_hole\final-prompt-v2.txt","output\321_002_What_must_you_do_with_your_ball_on_each_hole\image-generation-v2.json","180.60","","2026-06-24T16:15:51.295Z"
"169","177","success","When can you change your golf ball?","R6/14","Substituting the ball","output\614_003_When_can_you_change_your_golf_ball","output\614_003_When_can_you_change_your_golf_ball\illustration-v2.png","output\614_003_When_can_you_change_your_golf_ball\final-prompt-v2.txt","output\614_003_When_can_you_change_your_golf_ball\image-generation-v2.json","179.70","","2026-06-24T16:17:02.273Z"
"170","177","success","What can you do on the tee?","R6/8/15","Relief","output\6815_003_What_can_you_do_on_the_tee","output\6815_003_What_can_you_do_on_the_tee\illustration-v2.png","output\6815_003_What_can_you_do_on_the_tee\final-prompt-v2.txt","output\6815_003_What_can_you_do_on_the_tee\image-generation-v2.json","182.31","","2026-06-24T16:17:48.810Z"
"171","177","success","What should you do if you find your ball in a tricky spot?","6/8/9","Playing the ball as it lies","output\689_001_What_should_you_do_if_you_find_your_ball_in_a_tricky_spot","output\689_001_What_should_you_do_if_you_find_your_ball_in_a_tricky_spot\illustration-v2.png","output\689_001_What_should_you_do_if_you_find_your_ball_in_a_tricky_spot\final-prompt-v2.txt","output\689_001_What_should_you_do_if_you_find_your_ball_in_a_tricky_spot\image-generation-v2.json","195.76","","2026-06-24T16:18:47.475Z"
"172","177","success","When must you NOT play the ball as it lies?","6/8/9","Playing the ball as it lies","output\689_002_When_must_you_NOT_play_the_ball_as_it_lies","output\689_002_When_must_you_NOT_play_the_ball_as_it_lies\illustration-v2.png","output\689_002_When_must_you_NOT_play_the_ball_as_it_lies\final-prompt-v2.txt","output\689_002_When_must_you_NOT_play_the_ball_as_it_lies\image-generation-v2.json","204.33","","2026-06-24T16:19:00.770Z"
"173","177","success","How do you check if a ball in a bunker is yours?","R7/14","Identifying the ball","output\714_003_How_do_you_check_if_a_ball_in_a_bunker_is_yours","output\714_003_How_do_you_check_if_a_ball_in_a_bunker_is_yours\illustration-v2.png","output\714_003_How_do_you_check_if_a_ball_in_a_bunker_is_yours\final-prompt-v2.txt","output\714_003_How_do_you_check_if_a_ball_in_a_bunker_is_yours\image-generation-v2.json","189.30","","2026-06-24T16:19:00.601Z"
"174","177","success","Identifying your ball","R7/14","Identifying the ball","output\714_004_Identifying_your_ball","output\714_004_Identifying_your_ball\illustration-v2.png","output\714_004_Identifying_your_ball\final-prompt-v2.txt","output\714_004_Identifying_your_ball\image-generation-v2.json","213.85","","2026-06-24T16:19:48.500Z"
"175","177","success","Ball Rolls Back Into Your Footprints in Bunker","R8/12","Ball rolls into your own footprints","output\812_002_Ball_Rolls_Back_Into_Your_Footprints_in_Bunker","output\812_002_Ball_Rolls_Back_Into_Your_Footprints_in_Bunker\illustration-v2.png","output\812_002_Ball_Rolls_Back_Into_Your_Footprints_in_Bunker\final-prompt-v2.txt","output\812_002_Ball_Rolls_Back_Into_Your_Footprints_in_Bunker\image-generation-v2.json","180.86","","2026-06-24T16:20:03.144Z"
"176","177","success","Playing a ball in a penalty area","R8/9/17","Playing the ball as it lies","output\8917_002_Playing_a_ball_in_a_penalty_area","output\8917_002_Playing_a_ball_in_a_penalty_area\illustration-v2.png","output\8917_002_Playing_a_ball_in_a_penalty_area\final-prompt-v2.txt","output\8917_002_Playing_a_ball_in_a_penalty_area\image-generation-v2.json","211.91","","2026-06-24T16:21:20.731Z"
"177","177","success","What to do if your ball is moved by an animal","R9/14","Ball at rest moved by an outside influence","output\914_001_What_to_do_if_your_ball_is_moved_by_an_animal","output\914_001_What_to_do_if_your_ball_is_moved_by_an_animal\illustration-v2.png","output\914_001_What_to_do_if_your_ball_is_moved_by_an_animal\final-prompt-v2.txt","output\914_001_What_to_do_if_your_ball_is_moved_by_an_animal\image-generation-v2.json","362.94","","2026-06-24T16:24:50.424Z"
